name;sinta_id;dept;sinta_score;sinta_3yr_score;affil_score;affil_3yr_score;scopus_h_index;gs_h_index;wos_h_index;scopus_i10_index;gs_i10_index;wos_i10_index;scopus_g_index;gs_g_index;wos_g_index;scopus_article;scopus_citation;scopus_cited_document;gs_article;gs_citation;gs_cited_document;wos_article;wos_citation;wos_cited_document
IDAT MUQODAS;5994301;S1 - PGPAUD Kampus Purwakarta;352;238;0;0;1;8;0;0;7;0;1;1;1;5;3;2;59;206;29;1;0;0
YADI MULYADI;6003577;S1 - Teknik Elektro;995;238;0;0;3;9;;2;8;;1;1;;30;46;15;157;357;64;0;0;0
DUDI GUNAWAN;6687356;S1 - Pendidikan Khusus;1359;239;0;0;0;5;;0;3;;0;1;;0;0;0;19;71;11;0;0;0
INDRA MAMAD GANDIDI;5975145;S1 - Pendidikan Teknik Mesin;777;239;0;0;6;7;4;4;7;2;3;3;3;16;92;12;36;140;19;12;66;10
ISHAK ABDULHAK;5991803;S3 - Pendidikan Masyarakat;523;239;0;0;1;11;;0;16;;1;1;;12;3;3;78;1058;43;0;0;0
AFIANTI SULASTRI;5994273;D3 - Keperawatan;401;241;0;0;2;5;1;1;3;0;1;1;1;9;17;3;44;67;15;5;2;1
DADANG LUKMAN HAKIM;5994748;S1 - Teknik Elektro;780;243;0;0;5;9;;1;9;;2;1;;33;86;23;58;440;38;0;0;0
MUNAWAR RAHMAT;5993616;S2 - Pendidikan Ilmu Pengetahuan Sosial;686;243;0;0;2;9;0;0;7;0;1;1;1;6;10;5;117;323;58;1;0;0
DADANG SUNENDAR;5982345;S3 - Pendidikan Bahasa Indonesia;428;225;0;0;2;8;0;0;6;0;1;1;0;8;10;4;85;1148;37;0;0;0
TATI NARAWATI;5995150;S3 - Pendidikan Seni;545;242;0;0;1;8;0;0;6;0;2;1;1;2;2;2;79;364;42;10;0;0
MOKHAMAD SYAOM BARLIANA;257912;S2 - Arsitektur;606;227;0;0;2;8;1;1;7;1;1;1;4;20;39;5;102;330;41;6;10;1
SARIPUDIN;6799293;S1 - Pendidikan Teknik Elektro;310;225;0;0;2;2;;0;0;;3;1;;7;11;5;10;14;4;0;0;0
IYON SUYANA;6109361;S1 - Pendidikan Fisika;383;227;0;0;3;8;;2;7;;2;1;;9;50;7;45;242;26;0;0;0
TJUTJU YUNIARSIH;5986201;S2 - Manajemen Perkantoran;646;227;0;0;2;13;;0;16;;2;1;;9;11;4;118;2680;65;0;0;0
JATMIKA NURHADI;5993416;S1 - Bahasa dan Sastra Indonesia;350;228;0;0;1;4;0;0;0;0;1;1;0;3;2;2;50;59;23;0;0;0
UDIN SYAEFUDIN SAUD;6134774;S3 - Pendidikan Dasar;363;243;0;0;2;15;;0;19;;2;1;;6;17;4;73;3334;49;0;0;0
CICA YULIA;5995421;S1 - Pendidikan Tata Boga;426;229;0;0;4;7;;1;5;;1;1;;11;24;5;58;178;32;0;0;0
TIA CITRA BAYUNI;6684835;Unknown;409;230;0;0;1;19;;0;42;;0;0;;1;7;1;295;1627;0;0;0;0
PUSPO DEWI DIRGANTARI;5980376;S1 - Pendidikan Bisnis;490;245;0;0;5;8;2;3;7;0;1;1;4;11;52;6;91;227;29;4;13;3
MAMAT SUPRIATNA;6123032;S2 - Psikologi Pendidikan;571;230;0;0;1;11;0;0;11;0;1;1;1;6;1;1;92;802;42;5;0;0
AGUS BUDIMAN;5995789;S1 - Pendidikan Seni Tari;328;246;0;0;3;5;0;0;3;0;1;1;0;6;6;3;36;82;20;0;0;0
IKMANDA NUGRAHA;6000423;S1 - Pendidikan IPA;378;247;0;0;2;5;0;1;2;0;1;5;0;6;5;3;35;72;12;0;0;0
IKAPUTERA WASPADA;5993422;S3 - Manajemen;380;249;0;0;1;7;;1;6;;1;1;;3;10;1;82;224;35;0;0;0
HANA YUNANSAH;5988891;S1 - PGSD Kampus Cibiru;389;250;0;0;0;8;0;0;7;0;1;1;1;2;0;0;46;699;26;1;0;0
FITRI RAHMAFITRIA;6067571;S1 - Manajemen Resort dan Leisure;711;251;0;0;4;6;4;2;5;1;1;1;1;14;66;7;57;191;33;7;49;4
HENDRAWAN;5994163;S1 - Kimia;860;251;0;0;10;7;0;10;6;0;2;1;0;23;120;15;24;161;15;0;0;0
SURYANA;5978648;S3 - Manajemen;369;248;0;0;3;8;;0;7;;1;4;;14;31;8;46;169;20;0;0;0
VISMAIA S DAMAIANTI;5993885;S3 - Pendidikan Bahasa Indonesia;557;263;0;0;1;10;1;0;11;0;1;1;1;9;6;5;170;949;76;1;0;0
SUHARNO;5994737;S1 - Pendidikan Bahasa Inggris;417;263;0;0;4;0;;2;0;;1;1;;26;42;7;12;0;0;0;0;0
TRIANA LESTARI;6006681;S1 - PGSD Kampus Cibiru;361;264;0;0;0;5;0;0;4;0;0;1;0;0;0;0;41;82;20;0;0;0
TAUFIK RIDWAN;6757589;S1 - Pendidikan Sistem dan Teknologi Informasi Kampus P;343;263;0;0;2;5;0;1;4;0;2;1;0;6;22;5;24;88;16;0;0;0
PIPIT PITRIANI;6663966;S1 - Pendidikan Kepelatihan Olahraga;337;248;0;0;0;4;0;0;0;0;1;1;1;4;0;0;39;33;12;4;0;0
BAMBANG AVIP PRIATNA MARTADIPUTRA;6124136;S1 - Pendidikan Matematika;515;264;0;0;2;7;1;0;4;0;1;1;1;9;5;4;60;174;35;0;0;0
AGUS HERI SETYA BUDI;6003446;S1 - Teknik Elektro;572;264;0;0;3;4;2;0;1;0;2;2;2;17;29;12;30;38;14;14;11;9
DADANG SUNDAWA;5990764;S3 - Pendidikan Ilmu Pengetahuan Sosial;651;266;0;0;2;8;0;0;6;0;2;1;1;4;8;3;89;253;29;1;0;0
RINI SOLIHAT;6005021;S1 - Pendidikan Biologi;437;264;0;0;2;5;1;0;4;0;1;1;1;9;9;5;46;93;26;5;0;0
HERNAWATI;6005188;S1 - Biologi;573;266;0;0;3;4;2;0;2;0;2;9;1;8;18;5;16;76;9;7;13;4
DIDIK PRIYANDOKO;6658318;Unknown;1116;267;0;0;8;12;6;7;14;4;1;1;1;35;327;20;62;607;33;0;0;0
ASEP DAHLIYANA;5997439;S1 - Pendidikan Sosiologi;370;267;0;0;0;4;0;0;1;0;1;1;1;2;0;0;30;169;11;1;0;0
SJAEFUL ANWAR;6094907;S1 - Pendidikan Kimia;544;269;0;0;3;9;0;0;9;0;1;1;0;18;21;8;101;282;55;0;0;0
DIDIN WAHYUDIN;5979316;S1 - Pendidikan Teknik Elektro;772;268;0;0;3;7;2;0;3;0;1;1;1;27;35;15;49;119;27;21;13;8
AAH AHMAD SYAHID;5993425;S1 - PGSD Kampus Sumedang;426;268;0;0;2;6;0;0;4;0;1;2;0;8;8;5;48;119;21;0;0;0
TUSZIE WIDHIYANTI;6123602;S1 - Pendidikan Kimia;398;267;0;0;3;3;2;0;0;0;1;4;2;15;18;7;8;22;7;14;10;4
IKA MUSTIKA SARI;5993538;S1 - Pendidikan Fisika;476;278;0;0;3;7;;1;7;;2;1;;10;25;7;47;253;25;0;0;0
ISAH CAHYANI;5994299;S2 - Pendidikan Bahasa Indonesia;593;271;0;0;1;16;0;0;21;0;1;1;1;3;2;1;138;1211;68;0;0;0
ARIF HIDAYAT;257991;S1 - Pendidikan Fisika;428;206;0;0;3;3;0;0;2;0;1;8;0;8;6;3;6;41;4;0;0;0
FAHMI CANDRA PERMANA;6068366;S1 - Pendidikan Multimedia Kampus Cibiru;372;278;0;0;2;5;0;0;4;0;1;1;0;8;11;2;31;88;17;0;0;0
SAEPUL ANWAR;5989812;S1 - Ilmu Pendidikan Agama Islam;486;149;0;0;3;7;0;0;7;0;0;2;1;1;0;0;35;227;22;1;0;0
CEPI RIYANA;5978187;S3 - Pendidikan Dasar;608;161;0;0;1;26;;0;45;;1;1;;4;2;1;193;7131;127;0;0;0
DANNY MEIRAWAN;6112016;S1 - Pendidikan Teknik Bangunan;367;142;0;0;2;9;1;0;8;0;3;1;2;9;10;4;41;284;24;1;1;1
ERLANGGA;6653131;S1 - Pendidikan Ilmu Komputer;149;129;0;0;1;1;1;0;0;0;1;1;0;4;2;1;12;3;2;1;1;1
ANNE HAFINA;5994473;S2 - Bimbingan Dan Konseling;202;133;0;0;2;6;0;0;1;0;1;1;0;10;9;3;31;89;17;0;0;0
IRFAN FAUZI;6726562;Unknown;141;139;0;0;0;5;;0;4;;0;1;;0;0;0;18;893;8;0;0;0
HASBULLAH;5993941;S1 - Pendidikan Teknik Otomasi Industri dan Robotika;491;165;0;0;3;4;1;0;1;0;2;1;3;18;21;10;36;46;11;0;0;0
R. NELLY NUR APANDI;6735793;S1 - Akuntansi;304;125;0;0;1;6;0;0;5;0;1;2;0;3;1;1;41;122;24;0;0;0
NIA NAFISAH;6005566;S1 - Bahasa dan Sastra Inggris;214;121;0;0;0;4;;0;0;;1;1;;3;0;0;32;39;16;0;0;0
DIKDIK ZAFAR SIDIK;5989589;S1 - Kepelatihan Fisik Olahraga;415;152;0;0;0;12;0;0;15;0;1;1;0;3;0;0;64;1379;41;0;0;0
NENDEN SRI LENGKANAWATI;5991826;S2 - Pendidikan Bahasa Inggris;462;158;0;0;5;9;;3;9;;1;1;;10;60;7;50;526;27;0;0;0
TIA PURNIATI;6125459;S1 - Pendidikan Matematika;226;109;0;0;1;6;0;0;6;0;1;3;0;5;5;2;30;194;21;0;0;0
HELMY FIRMANSYAH;5978105;S1 - Pendidikan Jasmani, Kesehatan Dan Rekreasi;350;107;0;0;4;4;;4;2;;1;1;;15;95;9;16;125;8;0;0;0
JENURI;6134447;S2 - Pendidikan Ilmu Pengetahuan Sosial;257;115;0;0;0;8;;0;7;;0;0;;0;0;0;213;316;0;0;0;0
IMAS KURNIAWATY;6146729;S1 - Manajemen Pemasaran Pariwisata;278;112;0;0;1;6;0;0;6;0;1;1;0;2;3;1;29;181;15;0;0;0
INDIRA SYAWANODYA;6681751;S1 - Rekayasa Perangkat Lunak;174;145;0;0;1;1;;0;0;;0;2;;1;1;1;10;2;2;0;0;0
ENCEP SYARIEF NURDIN;5983269;S3 - Pendidikan Umum dan Karakter;374;112;0;0;2;5;0;0;3;0;2;1;1;5;8;3;56;200;16;1;0;0
VIENA RUSMIATI HASANAH;257089;S2 - Pendidikan Masyarakat;305;113;0;0;0;4;0;0;1;0;1;1;1;2;0;0;35;39;12;5;0;0
AGUS MAHENDRA;5979586;S1 - PGSD Pendidikan Jasmani;419;119;0;0;1;14;0;0;21;0;0;1;0;1;1;1;66;999;50;0;0;0
ASEP HERRY HERNAWAN;5992721;S2 - Pengembangan Kurikulum;386;113;0;0;0;16;;0;23;;1;2;;5;0;0;88;1386;55;0;0;0
YUDI NURCAHYA;6141059;S1 - Pendidikan Kepelatihan Olahraga;142;119;0;0;1;3;0;0;0;0;1;1;1;3;1;1;13;22;5;1;0;0
DEWI SUSILAWATI;5993632;S2 - Pendidikan Jasmani;163;119;0;0;1;5;;0;3;;3;1;;3;6;1;69;99;24;0;0;0
RIZAL AHMAD FAUZI;6131297;S1 - PGSD Penjas Kampus Sumedang;145;120;0;0;0;2;;0;0;;0;1;;0;0;0;7;15;6;0;0;0
BUDIMAN ANWAR;5978128;S1 - Kimia;327;120;0;0;3;6;;0;4;;3;2;;7;20;4;27;126;18;0;0;0
DIAN RINJANI;6127196;S1 - Pendidikan Multimedia Kampus Cibiru;130;120;0;0;0;2;0;0;0;0;1;1;0;1;0;0;11;15;6;0;0;0
NANANG DWI ARDI;257201;S1 - Fisika;488;120;0;0;4;6;1;0;1;0;1;1;0;17;29;10;49;106;26;2;4;2
WASLALUDDIN;6099556;S1 - Fisika;376;145;0;0;3;6;0;1;4;0;1;3;0;12;28;6;27;101;18;0;0;0
BUDI HERMAWAN;6728996;S1 - Bahasa dan Sastra Inggris;300;121;0;0;3;6;1;1;4;0;1;1;0;5;22;4;23;185;15;1;1;1
NANIN TRIANAWATI SUGITO;6115094;D3 - Survey Pemetaan dan Informasi Geografis;311;113;0;0;2;4;0;0;1;0;1;1;1;5;5;3;31;70;15;4;0;0
CECEP DARMAWAN;5989822;S3 - Pendidikan Kewarganegaraan;442;121;0;0;0;10;0;0;10;0;1;1;0;6;0;0;91;433;50;0;0;0
BUDI SUSETYO;6016781;S3 - Pendidikan Khusus;539;115;0;0;1;6;;0;4;;1;1;;2;5;1;61;998;31;0;0;0
TUTI ISTIANTI;5988088;S1 - PGPAUD Kampus Cibiru;354;114;0;0;1;7;;0;5;;1;1;;2;1;1;64;170;28;0;0;0
SRI SUBEKTI;5992880;S1 - Pendidikan Tata Boga;439;114;0;0;4;4;;0;3;;1;2;;10;11;6;40;71;21;0;0;0
IRWAN SARBENI;6720860;S1 - Film dan Televisi;129;115;0;0;0;2;0;0;1;0;1;1;0;1;0;0;13;19;3;0;0;0
ADANG SUDRAZAT;6714452;S2 - Pendidikan Jasmani;116;115;0;0;0;3;0;0;0;0;1;1;0;2;0;0;11;20;8;4;5;3
RESA PRAMUDITA;6688224;S1 - Pendidikan Teknik Otomasi Industri dan Robotika;230;146;0;0;3;4;;1;1;;1;1;;9;35;6;13;45;7;0;0;0
AGUS TAUFIQ;6038357;S2 - Bimbingan Dan Konseling;253;146;0;0;1;6;;0;4;;1;1;;6;4;3;43;257;22;0;0;0
WAWAN DARMAWAN;5992655;S3 - Pendidikan Sejarah;318;120;0;0;1;5;0;0;1;0;2;1;0;4;0;0;56;85;19;0;0;0
IMAS DIANA APRILIA;6000366;S3 - Pendidikan Khusus;294;146;0;0;0;5;0;0;2;0;1;2;1;1;0;0;53;76;23;5;0;0
AAS NURASYIAH;5994697;S1 - Ilmu Ekonomi dan Keuangan Islam;240;147;0;0;1;4;;0;0;;0;1;;1;1;1;38;42;13;0;0;0
LAKSMI DEWI;5978451;S2 - Pengembangan Kurikulum;439;146;0;0;1;11;0;0;13;0;1;2;1;5;1;1;73;443;36;0;0;0
NANI SUTARNI;5978295;S2 - Pendidikan Ekonomi;308;148;0;0;1;5;0;0;3;0;1;1;1;8;1;1;30;119;15;5;0;0
NITIH INDRA KOMALA DEWI;6125855;S1 - Arsitektur;170;115;0;0;1;2;0;0;1;0;0;1;1;1;1;1;17;47;11;3;0;0
WIWI SISWANINGSIH;6681972;S1 - Pendidikan Kimia;512;147;0;0;4;8;;1;8;;1;1;;13;29;7;46;219;32;0;0;0
EKO SULISTIONO;6722048;S1 - Pendidikan Masyarakat;169;148;0;0;0;2;0;0;0;0;0;1;0;0;0;0;17;6;4;0;0;0
PURWATI;6746144;S1 - PGPAUD Kampus Tasikmalaya;167;116;0;0;1;7;0;0;7;0;0;1;0;1;3;1;30;175;12;0;0;0
SRI MASLIHAH;6655941;S1 - Psikologi;297;116;0;0;0;9;;0;7;;0;4;;0;0;0;37;580;29;0;0;0
GIN GIN GUSTINE;6729061;S2 - Pendidikan Bahasa Inggris;249;116;0;0;3;5;0;0;4;0;1;1;0;4;15;3;23;151;10;0;0;0
DARIS HADIANTO;6755923;S1 - Sains Informasi Geografi;193;115;0;0;1;3;1;0;1;0;1;2;2;6;3;2;26;30;10;2;1;1
YUSUF MURTADLO HIDAYAT;6127532;S1 - Pendidikan Bisnis;121;117;0;0;1;3;;1;2;;1;1;;5;16;1;15;87;4;0;0;0
WILODATI;5976344;S2 - Pendidikan Sosiologi;303;117;0;0;0;5;;0;2;;1;1;;2;0;0;42;92;18;0;0;0
GHOITSA ROHMAH NURAZIZAH;6798290;S1 - Manajemen Resort dan Leisure;207;109;0;0;1;5;0;0;0;0;2;1;1;6;2;2;27;47;13;1;0;0
EKA NUGRAHA;5994296;S1 - Pendidikan Jasmani, Kesehatan Dan Rekreasi;450;119;0;0;3;3;;2;0;;1;1;;18;39;8;34;33;11;0;0;0
MAHMUDAH SALWA GIANTI;6779018;S1 - Mekatronika dan Kecerdasan Buatan Kampus Purwakart;167;117;0;0;2;2;1;0;1;0;1;1;2;5;9;4;7;20;4;4;1;1
TRIAS MEGAYANTI;6003266;S1 - Pendidikan Teknik Arsitektur;209;109;0;0;1;2;1;0;0;0;1;1;2;6;3;3;22;22;9;7;1;1
FERI HIDAYATULLAH FIRMANSYAH;6130481;S1 - Pendidikan Multimedia Kampus Cibiru;137;110;0;0;0;4;0;0;1;0;1;1;0;3;0;0;18;33;9;0;0;0
YATTI SUGIARTI;5993933;S1 - Pendidikan Teknologi Agroindustri;300;111;0;0;3;3;;0;1;;1;1;;9;13;6;35;36;13;0;0;0
TUTIN ARYANTI;258178;S2 - Arsitektur;573;109;0;0;3;7;1;1;6;0;1;1;2;16;34;8;60;147;28;7;9;3
ROSITA RAHMA;5994318;S1 - Pendidikan Bahasa Dan Sastra Indonesia;128;110;0;0;1;0;0;0;0;0;2;1;0;5;3;3;0;0;0;0;0;0
RIDWAN EFFENDI;5993378;S1 - Ilmu Komunikasi;363;111;0;0;2;8;0;0;6;0;1;1;0;4;9;3;36;990;20;0;0;0
HARRY TJAHJODININGRAT;6778322;S1 - Film dan Televisi;151;107;0;0;0;2;0;0;0;0;0;1;0;0;0;0;7;5;2;0;0;0
ENJANG ALI NURDIN;6141098;Unknown;199;111;0;0;2;2;;0;1;;1;1;;5;9;2;24;34;5;0;0;0
YANA SETIAWAN;5996344;S3 - Manajemen;636;107;0;0;0;3;;0;1;;0;1;;0;0;0;16;32;8;0;0;0
AYUNG CANDRA PADMASARI;6130964;S1 - Pendidikan Multimedia Kampus Cibiru;122;107;0;0;0;2;0;0;0;0;1;1;0;2;0;0;15;18;7;0;0;0
NINA SUTRESNA;6006453;S2 - Pendidikan Olahraga;348;111;0;0;5;6;;4;6;;1;1;;12;253;8;36;568;15;0;0;0
SUHARA;6125279;S1 - Pendidikan Biologi;249;108;0;0;1;1;;0;0;;1;1;;17;5;5;9;2;1;0;0;0
RESA RESPATI;5994434;S1 - PGSD Kampus Tasikmalaya;205;107;0;0;0;6;;0;5;;1;1;;1;0;0;62;149;26;0;0;0
R BOYKE MULYANA;6139448;S1 - Pendidikan Kepelatihan Olahraga;185;109;0;0;2;4;;0;2;;1;1;;5;5;3;71;81;19;0;0;0
FAHMI JAHIDAH ISLAMY;6647689;S1 - Pendidikan Manajemen Perkantoran;165;109;0;0;1;5;0;0;2;0;1;1;0;3;3;2;18;62;10;0;0;0
LILIS WIDANINGSIH;5995039;S1 - Pendidikan Teknik Arsitektur;293;109;0;0;2;4;;0;1;;1;1;;10;5;3;64;74;26;0;0;0
DIANA NOOR ANGGRAINI;6140867;S1 - Pendidikan IPS;206;121;0;0;3;4;1;0;3;0;1;1;0;6;20;4;25;67;12;1;5;1
TATANG PERMANA;6120239;D3 - Teknik Mesin;480;122;0;0;0;6;;0;4;;0;1;;0;0;0;70;290;36;0;0;0
ROJAB SITI RODLIYAH;5978990;S2 - Pendidikan Bahasa Inggris;278;122;0;0;1;7;0;0;4;0;1;1;0;5;2;2;25;136;12;0;0;0
DR. WIENDARTUN, M.SI;5994190;S1 - Fisika;493;123;0;0;3;2;0;1;0;0;2;9;0;18;39;9;6;11;3;0;0;0
SUPRIYONO;5992869;S1 - Manajemen Industri Katering;187;123;0;0;0;4;0;0;0;0;1;3;0;1;0;0;41;47;17;0;0;0
HARI MULYADI;5984810;S3 - Pendidikan Ekonomi;434;124;0;0;2;10;;0;10;;2;1;;7;11;4;113;414;56;0;0;0
BERLIANA;6009121;S2 - Pendidikan Olahraga;148;108;0;0;1;4;;0;1;;1;2;;4;2;1;36;44;14;0;0;0
YUNYUN YUDIANA;5994858;S1 - Pendidikan Jasmani, Kesehatan Dan Rekreasi;327;122;0;0;1;12;;0;13;;1;1;;3;3;1;55;389;29;0;0;0
SHINTA MAHARANI;6000177;S1 - Pendidikan Teknologi Agroindustri;185;124;0;0;1;4;;0;1;;1;1;;4;4;1;28;99;17;0;0;0
HAYANI WULANDARI;5994217;S1 - PGPAUD Kampus Purwakarta;247;124;0;0;2;5;;0;3;;1;1;;4;4;2;40;77;14;0;0;0
MOKH. ADIB SULTAN;6002446;S1 - Manajemen;223;158;0;0;2;0;1;0;0;0;1;2;2;5;6;2;0;0;0;5;2;1
HARSA WARA PRABAWA;5981240;S1 - Pendidikan Ilmu Komputer;419;158;0;0;4;6;;0;1;;1;4;;14;29;9;34;75;17;0;0;0
ENDANG CAHYA MULYANING A;6121877;S2 - Pendidikan Matematika;324;159;0;0;3;3;;0;1;;1;1;;11;21;8;36;37;11;0;0;0
AAM ALI RAHMAN;6689586;S1 - PGSD Penjas Kampus Sumedang;205;158;0;0;3;5;0;0;3;0;1;1;0;8;17;4;15;71;11;0;0;0
ARDIYANTO;6747025;S1 - Pendidikan Seni Rupa;221;159;0;0;0;0;;0;0;;0;1;;0;0;0;46;0;0;0;0;0
DIAN ANGGRAINI;6681986;S1 - Rekayasa Perangkat Lunak;266;161;0;0;3;3;0;1;1;0;0;2;1;4;37;4;9;68;3;1;0;0
RIZKY RACHMAN JUDHIE P;5993953;S1 - Ilmu Komputer;254;160;0;0;2;4;;0;1;;1;1;;8;9;4;16;37;9;0;0;0
MAULIA DEPRIYA KEMBARA;5995003;S1 - Manajemen Resort dan Leisure;188;125;0;0;0;5;0;0;3;0;1;2;0;5;0;0;28;149;14;0;0;0
SENI APRILIYA;5977974;S1 - PGSD Kampus Tasikmalaya;407;160;0;0;1;7;1;0;5;0;2;1;1;4;3;2;81;221;39;2;1;1
ENI NURAENI;6003416;S1 - Pendidikan Biologi;410;159;0;0;3;6;1;0;3;0;1;1;1;13;11;4;46;108;25;10;3;2
INTAN PERMATA SARI;6130817;S1 - Pendidikan Multimedia Kampus Cibiru;138;126;0;0;0;4;0;0;1;0;1;2;0;3;0;0;11;98;8;0;0;0
DIDIN BUDIMAN;5994760;S1 - PGSD Pendidikan Jasmani;331;126;0;0;2;9;0;0;8;0;1;2;0;4;5;2;44;170;24;0;0;0
YUDHA MUNAJAT SAPUTRA;6146885;S3 - Pendidikan Olahraga;335;126;0;0;1;0;;0;0;;1;2;;2;1;1;0;0;0;0;0;0
IKA FITRI APRIANI;6649299;S1 - PGSD Kampus Tasikmalaya;164;128;0;0;1;3;0;0;1;0;1;1;1;5;1;1;27;34;13;0;0;0
RITA MILYARTINI;5978994;S3 - Pendidikan Seni;352;127;0;0;0;5;1;0;3;0;1;1;1;4;0;0;57;90;16;5;1;1
RUHALIAH;5980277;S1 - Pendidikan Bahasa Sunda;485;126;0;0;0;5;0;0;4;0;0;1;0;0;0;0;115;116;15;0;0;0
EKI NUGRAHA;6111743;S1 - Pendidikan Ilmu Komputer;462;128;0;0;3;4;;2;3;;1;1;;18;39;8;27;73;12;0;0;0
SRI HARTO;6127481;S1 - Pendidikan Bahasa Inggris;220;129;0;0;1;3;0;0;2;0;1;1;1;3;1;1;52;45;10;0;0;0
TUTIK INAYATI;6676818;S2 - Manajemen Perkantoran;190;129;0;0;1;2;0;0;0;0;1;1;1;7;5;2;19;14;7;1;0;0
MUHAMAD ARIEF RAMDHANY;5993223;S1 - Pendidikan Akuntansi;247;130;0;0;1;4;0;0;2;0;1;6;1;6;1;1;18;44;8;5;0;0
OMAY SUMARNA;6134687;S1 - Pendidikan Kimia;418;130;0;0;5;5;0;4;5;0;1;1;0;15;47;8;42;94;19;0;0;0
SEPTIAN ANDRIYANI;6088520;D3 - Keperawatan;238;131;0;0;0;7;0;0;5;0;1;1;0;6;0;0;35;189;17;0;0;0
INDRA SAFARI;5993891;S2 - Pendidikan Jasmani;243;131;0;0;2;6;;0;3;;1;1;;6;5;3;51;107;24;0;0;0
R. DIAN HENDRAYANA, S.S., M.PD.;6129542;S1 - Pendidikan Bahasa Sunda;676;132;0;0;0;4;;0;0;;0;1;;0;0;0;27;40;11;0;0;0
ALDISSAIN JURIZAT;6746163;S1 - Arsitektur;190;132;0;0;1;3;1;0;0;0;2;1;2;8;4;3;15;14;7;0;0;0
ILHAMDANIAH;6003424;S2 - Arsitektur;265;139;0;0;1;3;1;0;1;0;1;1;1;7;2;1;28;29;11;6;1;1
FITRI NURAENI;6694029;S1 - PGSD Kampus Purwakarta;189;132;0;0;2;3;;1;2;;1;1;;1;6;1;12;39;7;0;0;0
DEWI RACHMATIN;5975775;S1 - Pendidikan Matematika;256;139;0;0;1;5;0;0;5;0;0;1;0;2;5;2;32;218;20;0;0;0
LISNA ANISA FITRIANA;5995020;D3 - Keperawatan;210;140;0;0;1;4;;0;3;;1;1;;8;4;3;30;123;13;0;0;0
NUGRAHA;5994754;S1 - Pendidikan Akuntansi;674;139;0;0;6;8;;2;6;;1;1;;10;7;3;90;200;39;0;0;0
QONITA;6767689;S1 - PGPAUD Kampus Tasikmalaya;138;132;0;0;1;3;1;0;0;0;1;3;0;5;3;2;12;22;6;1;1;1
NUNUNG SITI SUKAESIH;6125144;D3 - Keperawatan Kampus Sumedang;149;140;0;0;1;2;0;0;1;0;0;1;0;1;2;1;16;21;4;0;0;0
AGUS DANAWAN;6123641;S1 - Pendidikan Fisika;210;142;0;0;3;6;;1;2;;2;1;;4;23;3;25;119;17;0;0;0
YAYA SONJAYA;6122417;S1 - Kimia;359;140;0;0;3;5;;2;5;;1;1;;12;43;7;50;110;15;0;0;0
YUSUF HILMI ADISENDJAJA;6146921;S1 - Pendidikan Biologi;337;141;0;0;2;10;;1;11;;0;0;;12;19;0;44;389;0;0;0;0
RASIM;5990962;S1 - Ilmu Komputer;595;141;0;0;5;5;3;1;2;0;1;5;1;17;50;11;12;69;10;12;17;8
PRAYOGA BESTARI;5995134;S2 - Pendidikan Kewarganegaraan;349;143;0;0;0;5;0;0;1;0;1;1;0;4;0;0;60;104;26;0;0;0
EKA SAKTI YUDHA;5978206;S1 - Bimbingan Dan Konseling;205;143;0;0;2;3;;1;2;;1;1;;5;14;3;37;88;7;0;0;0
MAMAN ABDURAHMAN;257947;S2 - Pendidikan Bahasa Arab;363;143;0;0;0;5;0;0;1;0;0;1;1;0;0;0;48;66;19;0;0;0
IIM SITI MASYITOH;5992560;S2 - Pendidikan Kewarganegaraan;456;143;0;0;1;3;0;0;1;0;1;1;1;2;1;1;59;79;17;1;0;0
DETY AMELIA KARLINA;5993444;S1 - PGSD Kampus Sumedang;213;144;0;0;1;4;0;0;2;0;2;1;0;2;3;1;27;66;12;0;0;0
ENDIS FIRDAUS;5991808;S2 - Pendidikan Agama Islam;306;144;0;0;2;7;1;0;5;0;1;1;0;3;9;2;94;129;19;1;1;1
JAJAT;6002301;S1 - Ilmu Keolahragaan;251;145;0;0;2;5;1;0;3;0;1;1;1;9;6;2;34;72;17;2;1;1
ARI ARIFIN DANUWIJAYA;5991917;S1 - Pendidikan Bahasa Korea;421;144;0;0;5;7;2;4;6;1;1;1;4;13;102;8;29;173;13;7;25;3
RITA PATRIASIH;5994115;S1 - Pendidikan Tata Boga;290;144;0;0;1;5;0;0;1;0;1;2;0;7;1;1;45;89;23;0;0;0
IWA LUKMANA;6681158;S3 - Linguistik;266;161;0;0;2;5;;0;2;;1;1;;5;7;2;52;98;26;0;0;0
DINA SITI LOGAYAH;6140888;S1 - Pendidikan IPS;225;162;0;0;1;4;0;0;1;0;1;1;1;9;3;2;32;38;10;4;0;0
ASARI DJOHAR;6031234;S1 - Pendidikan Teknik Mesin;365;163;0;0;4;7;;1;3;;1;1;;17;41;8;28;211;19;0;0;0
RIKA RAFIKAH AGUSTIN;6115166;S1 - Pendidikan IPA;466;162;0;0;2;7;2;0;6;0;1;1;1;13;16;8;32;158;18;7;7;4
ASEP WAHYUDIN;5991982;S2 - Pendidikan Ilmu Komputer;337;162;0;0;2;4;1;0;1;0;2;1;1;9;15;4;62;56;15;9;6;2
MUHAMMAD NUR ALIF;6183716;S1 - PGSD Penjas Kampus Sumedang;243;162;0;0;3;6;;2;4;;2;2;;2;6;2;24;155;14;0;0;0
